Party,Sub Party,Sales Person,Sales Branch,Sales Person.0,Article,Blend,Width,GSM,Color,Lab No.,Lot No,Challan No.,Qty (Kg),Qty (Mtr.),No. of Taka,Type of Finish,Type of Packing,Remarks,Order Number,,Manual Conf.
CKU,Encot Fabrics Pvt Ltd (Boisar),PIYUSH(CKU),,,NEW SAMPLE-489AF(92%POLYFILAMENT 08%SPANDEX),PS,60,210,RFD,RFD,19435,KDC-2966,416.3,,16,HANDFEELSHOULDBEASPERCUTTINGAPC-290403LYINGWITHAJAYMASTER,Rolling,,CKU-1874,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,RFD,RFD,19436,KDC-2967,213.1,,8,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1875,,
CKU,K G Exports (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-57B(89%NYLON 11%SPANDEX),NS,60,220,NAVY,AS PER LOT-12102,19489,KCI-225,171.5,,7,SOFT SILICON FINISH,Rolling,,CKU-1876,,
CKU,K G Exports (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-57B(89%NYLON 11%SPANDEX),NS,60,220,AQUA,AS PER LOT-12103,19490,KCI-226,302.7,,12,SOFT SILICON FINISH,Rolling,,CKU-1877,,
CKU,K G Exports (Ludhiana),PIYUSH(CKU),,,NEW DEVELOPMENT-57B(89%NYLON 11%SPANDEX),NS,60,220,ECRU,AS PER LOT-12105,19491,KCI-227,305.7,,12,SOFT SILICON FINISH,Rolling,,CKU-1878,,
CKU,Cup Couture (Chennai),PIYUSH(CKU),,,C-656A(100%POLYFILA),P,63,105,V NEW BLACK M-5164,M-5164,19499,KDC-2974,423.7,,17,SOFTWICKING(EXHAUSTMETHOD)+ANTITHERMAL(DRYNWET),Rolling,,CKU-1880,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,NEW SAMPLE-1450 (95%COTTON 05%SPANDEX),CS,72,160,COFFEE CL-39231,CL-39231,19500,KDC-2975,418,,16,EXTRA SOFT FINISH,Rolling,,CKU-1881,,
GINZA UDHNA,,VIRENDER,,P-8624-A,L-4083A/NPS-108   C/H/D/F,NPS,62,180,WHITE,OPEN,19310,,39.5,118.5,1,SOFT KETAN SIR,Rolling,C/H/D/F,ORD-21567,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-920F(82%NYLON 18%SPANDEX),NS,60,200,BLACK,N-47292,19430,KDC-2961,200.4,,8,SOFT FINISH,Rolling,,CKU-1882,,
CKU,B.K ENTERPRISES,PIYUSH(CKU),,,C-225(95 % MM 5% SPANDEX)),MMS,72,160,LAVENDER,CL-41028,17800,K-02696,385.2,,14,SILICON FINISH,Rolling,,CKU-1883,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276A(POLY FILAMENT100%),P,64,135,POWDER BLUE,CKU-22646,19280,KDC-2934,135,,5,SOFTWICKING,Rolling,,CKU-1884,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276A(POLY FILAMENT100%),P,64,135,BEAUTY BERRY,AS PER LOT 17374,19342,KDC-2954,81,,3,SOFTWICKING,Rolling,,CKU-1885,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,FROST GRAY CKU-22300,CKU-22300,19428,KDC-2959,54,,2,SOFTWICKING,Rolling,,CKU-1886,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,IRON GATE,HF-3275,19429,KDC-2960,55,,2,SOFTWICKING,Rolling,,CKU-1887,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276(POLY FILAMENT100%),P,64,135,CASHMERE ROSE CKU-22326,CKU-22326,19496,KDC-2971,55.1,,2,SOFTWICKING,Rolling,,CKU-1888,,
CKU,Cultsport Private Limited (Bangalore),PIYUSH(CKU),,,NEW DEVELOPMENT-276A(POLY FILAMENT100%),P,64,135,RASBERRY COULIS,MATCH WITH  AS PER LOT 17475,19497,KDC-2972,55.1,,2,SOFTWICKING,Rolling,,CKU-1889,,
CKU,Silvertraq International Private Limited (Tirupur),PIYUSH(CKU),,,C-715F(90%POLYESTER 10%SPANDEX),PS,60,160,MAUVE MIST CKU-22971,cku-22971,19507,KDC-2982,167.1,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTIMICROBIAL,Rolling,,CKU-1891,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,ONION,cku-22891,19208,KDC-2923,30.7,,2,SOFT FINISH,Rolling,,CKU-1892,,
CKU,Indian Stitchers (Noida) Mumbai Branch,PIYUSH(CKU),,,C-655F,P,60,150,SKY BLUE CKU-22771,CKU-22771,19503,KDC-2978,175.3,,6,SOFT WICKING+SOFT FINISH,Rolling,,CKU-1893,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,RED,CKU-22877,19203,KDC-2918,146.75,,5,SOFT FINISH,Rolling,,CKU-1894,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,RED,CKU-22877,19209,KDC-2918,29.7,,1,SOFT FINISH,Rolling,,CKU-1895,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,WINE,CKU-22872,19204,KDC-2919,147.9,,5,SOFT FINISH,Rolling,,CKU-1896,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,WINE,CKU-22872,19210,KDC-2925,29.6,,1,SOFT FINISH,Rolling,,CKU-1897,,
CKU,Reliance Retail Limited (Richmond Road - Bangalore),PIYUSH(CKU),,,"NEW SAMPLE-1228B(Polyester89%,Spandex11%)",PS,60,100,BLACK BEAUTY,HF-3631,19332,-,180.8,,11,SOFT WICKING,Rolling,,CKU-1898,,
CKU,Indian Stitchers (Noida) Mumbai Branch,PIYUSH(CKU),,,C-655F,P,60,150,RED HF-3763,HF-3763,19504,KDC-2979,175.1,,6,SOFT WICKING+SOFT FINISH,Rolling,,CKU-1899,,
CKU,Silvertraq International Private Limited (Tirupur),PIYUSH(CKU),,,C-715F(90%POLYESTER 10%SPANDEX),PS,60,160,AQUA SKY 14-4811 TPX,CKU-22961,19505,KDC-2980,166.1,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTIMICROBIAL,Rolling,,CKU-1900,,
CKU,Silvertraq International Private Limited (Tirupur),PIYUSH(CKU),,,C-715F(90%POLYESTER 10%SPANDEX),PS,60,160,ALMOND BLOSSOM CKU-22979,cku-22979,19506,KDC-2981,167.3,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTIMICROBIAL,Rolling,,CKU-1901,,
CKU,Silvertraq International Private Limited (Tirupur),PIYUSH(CKU),,,C-715F(90%POLYESTER 10%SPANDEX),PS,60,160,IRON HF-4004,HF-4004,19508,KDC-2983,166.7,,7,SOFTWICKING(EXHAUSTMETHOD)+ANTIMICROBIAL,Rolling,,CKU-1902,,
CKU,B.K. Enterprises (Delhi),PIYUSH(CKU),,,SAMPLE1089,PS,60,150,ONION,cku-22891,19202,KDC-2917,144.9,,5,SOFT FINISH,Rolling,,CKU-1903,,
GINZA UDHNA,SRI KRISHNA,VIRENDER,,,L-74 / NS / 130’’,NS,60’’,190,BLUE,N-47037,19011,,386,965,10,SUPER SOFT  ROLLING,Rolling,urgent,ORD-21622,,
GINZA UDHNA,,ARIK,,,SP-051 / NS / 65,NS,56”,3.8,PEACH,OLD LAB NO :- N-2201 (MACH TO APC CUTTING),18762,,89.26,357.5,4,REGULAR F K,kanti,NOTE :- MACH TO APC CUTTING,ORD-21635,,
CKU,Ginza Industries Limited (SGU),PIYUSH(CKU),,,C-102KG,C,60,150,BLUE BELL,CL-41055,18302,KDC-2795,24.1,,1,SOFT FINISH,Rolling,,CKU-1904,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,BROWN,LAB NO :- D-15403,19606,,133.38,640,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21647,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,EMERALD,LAB NO :- D-15409,19607,,133,638.5,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21648,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,DARK BEIGE,LAB NO :- D-15414,19608,,131.54,631,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21649,,
GINZA UDHNA,,ARIK,,,RS-9364 / P / 43,P,56”,4,DARK PURPLE,LAB NO:- D-15443,19609,,132.24,634.5,8,REGULAR F K,kanti,TOP MOST URGANT,ORD-21650,,
CKU,RVK,PIYUSH(CKU),,,NEW SAMPLE-809A,CS,65,350,BLACK,REGULAR,10374,K-01411,160.1,,5,SOFT FINISH,Rolling,,CKU-153,,
CKU,RVK,PIYUSH(CKU),,,NEW SAMPLE-809A,CS,65,350,BLACK,REGULAR,10375,K-01412,59.5,,2,SOFT FINISH,Rolling,,CKU-154,,
GINZA UDHNA,PRN IND,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,CREAM,D-15349,19084,GRP/0280/02/26,175.84,2548,14,REGULAR,-,,UDN-1,,
GINZA UDHNA,PRN IND,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,CREAM,D-15349,19085,GRP/0281/02/26,150.12,2176.5,13,REGULAR,-,,UDN-2,,
GINZA UDHNA,REGULAR,SUNIL,,,"A-1105/P/65""",POLY,"56""",-,BOIL HEAT SET,-,19085,GRP/0281/02/26,25.2,365.5,2,REGULAR,-,PH MAINTAIN FOR PRINT USE,UDN-3,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19555,GRP/0431/02/26,198.66,1346,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-8,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19556,GRP/0432/02/26,87.58,596,6,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-9,,
GINZA UDHNA,GIL EMB UNIT,SUNIL,,,"A-2069/N/84""",NYLON,"72""",-,BOIL HEAT SET,-,19601,GRP/0438/02/26,239.5,5029.5,12,REGULAR,-,DELIVERY AT GIL EMB UNIT,UDN-10,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19610,GRP/0447/02/26,198.42,1349,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-11,,
GINZA UDHNA,DREAMS,SUNIL,,,"A-2162A/N/65""",NYLON,"60""",-,WHITE,-,,GRP/0452/02/26,237.3,2964,13,REGULAR,-,,UDN-12,,
GINZA UDHNA,PROTECH,VIRENDRA,Ahmedabad,ravindra,L-3032 / PS / 130'',PS,58'',250,Black,old lot 16493,18572,110,495,448,5,soft,Roll,better fastness ,UDN-13,,
GINZA UDHNA,TPS,VIRENDRA,Tirupur,Ravi varman,L-4008A / ns / 130'',NS,60'',190,Bright rose gold,N-47526,19414,395,199,598,5,super soft,Roll,,UDN-14,,
GINZA UDHNA,ginza udhna,VIRENDRA,sur,running order,L-4008A / ns / 130'',NS,58'',180,White,Regular,19599,436,186,558,5,soft,kanti,,UDN-15,,
GINZA UDHNA,SGU,VIRENDRA,SGU,shakti,TR-59A / ns /85'',Ns,60'',155,Sedana sage,N-40037,19605,442,48,179,1,soft,kanti,china goods,UDN-16,,
GINZA UDHNA,ACCOARD FABRIC ,KULDEEP,,,JLS-180A/ NS / 66  ,NS,"56""",-,ORANGE,N-46011,19264,-,205.62,1043,12,SOFT,KATI,FINISH QTLY-6.80,UDN-19,,
GINZA UDHNA,ACCOARD FABRIC ,KULDEEP,,,JLS-180A/ NS / 66 ,NS,"56""",-,ORANGE,N-46011,19265,-,180.84,1048,12,SOFT,KATI,FINISH QTLY-6.80,UDN-20,,
GINZA UDHNA,ACCOARD FABRIC ,KULDEEP,,,JLS-180A/ NS / 66 ,NS,"56""",-,ORANGE,N-46011,19486,-,160.76,964,14,SOFT,KATI,FINISH QTLY-6.80,UDN-21,,
GINZA UDHNA,UDHNA,KULDEEP,,,S-73B / NS / 66,NS,"56""",-,BOIL+HEATSET,-,19651,-,35.22,218.5,3,SOFT,KATI,FINISH QTLY-7,UDN-22,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JL-243/N-64,N,54’’,,PINK,N-47526,18892,,186.1,1061.5,11,SOFT FINISH F K,kanti,FINISH QUALITY 6.30 MTR,ORD-21659,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,A-71D/P-65,P,56’’,,R BLUE,D-15497,19173,,148.96,2456.5,12,SOFT FINISH F K,kanti,FINISH QUALITY 14.50 MTR,ORD-21660,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,A-71D/P-65,P,56’’,,BOTTEL GREEN,D-15473,19174,,146.68,2420,14,SOFT FINISH F K,kanti,FINISH QUALITY 14.50 MTR,ORD-21661,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,S-690C/NS-66,NS,56’’,,WHITE,AS PER LAST,19602,,233.24,839,12,SOFT FINISH F K,kanti,OLD LOT 17942- FINISH QUALITY 4.60 MTR,ORD-21662,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,JLS-248/NS-66,NS,54’’,,CANY FLOSS PINK,N-46196,19604,,95.18,266.5,4,SOFT FINISH F K,kanti,OLD LOT 17246- FINISH QUALITY 3.70 MTR,ORD-21664,,
GINZA UDHNA,GINZA UDHNA,KULDEEP,,,A-17/N-62,N,56’’,,WHITE,REGULAR,19611,,81.1,389.5,5,SOFT FINISH F K,kanti,FINISH QUALITY 6.30 MTR,ORD-21665,,
CKU,Arcatron Mobility Private Limited (Pune),PIYUSH(CKU),,,C-917A-62,NS,60,180,CLOUD,PENDING 83 A RFD AWATING FRO APPROVAL,18976,KDC-2892,199.8,,8,SOFT FINISH,Rolling,,CKU-1905,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,A-71 /N/ 65,N,56'',-,BLACK,AS PER LAST,19102,-,7.8,111,2,SOFT,KATI,FINISH QLTY-15 / OLD LOT 8051,UDN-24,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,A-71 /N/ 65,N,56'',-,BLACK,AS PER LAST,19103,-,98.96,1482,7,SOFT,KATI,FINISH QLTY-15 / OLD LOT 8051,UDN-25,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,L-20A / ns / 130'',Ns,58'',165,White,Regular,19655,454,157,519,4,soft,kanti,,UDN-26,,
GINZA UDHNA,BLUE MOON,VIRENDRA,,,L-92B / NS /130'',NS,58'',320,BLACK,Regular,19658,457,99,189,3,blue moon std,kanti,,UDN-27,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-1 / NS /85'',NS,58'',130,White,Regular,19656,455,173,866,7,soft,kanti,,UDN-28,,
GINZA UDHNA,Jockey,VIRENDRA,,,TR-1 / ns / 85'',ns,57'',130,V I C BLACK,MATCH TO STD,19657,456,99,497,4,jockey ,Roll,urgent,UDN-29,,
GINZA UDHNA,DREAMS,SUNIL,,,"A-2162A/N/65""",NYLON,"60""",-,WHITE,-,19653,GRP/0452/02/26,237.3,2964,13,REGULAR,-,,UDN-30,,
GINZA UDHNA,,VIRENDER,,P-8624-A,L-3094 S/F,PS,58,200,RFD,-,19715,,38,171,1,SOFT  PH KETAN SIR,Rolling,,ORD-21733,,
GINZA UDHNA,,VIRENDER,,P-8624-A,L-3095 S/F,PS,58,200,RFD,-,19716,,38,184,1,SOFT  PH KETAN SIR,Rolling,,ORD-21734,,
CKU,Welnit Industries,PIYUSH(CKU),,,C-917A-62,NS,60,170,GREY ,N-47424,19494,KDC-2969,200.3,,8,SOFT FINISH,Rolling,,CKU-1906,,
CKU,Welnit Industries,PIYUSH(CKU),,,C-917A-62,NS,60,170,BLACK,N-47430,19495,KDC-2970,200.35,,8,SOFT FINISH,Rolling,,CKU-1907,,
GINZA UDHNA,UDHNA,ARIK,,,L-310 / NS / 130,NS,62,218,WHITE,-,17650,341,58.2,146,2,REGULAR,TAKA FORM,FINISH QULITY 2.9,UDN-31,,
GINZA UDHNA,shastri garments,VIRENDRA,,,L-4008A / ns / 130'',NS,60'',190,MAROON,N-47454,19597,434,201,604,5,super soft,Roll,,UDN-32,,
GINZA UDHNA,shastri garments,VIRENDRA,,,L-4008A / ns / 130'',NS,60'',190,WINE,N-47459,19416,397,204,613,5,super soft,Roll,,UDN-33,,
GINZA UDHNA,EDEN GARDEN,ARIK,,,FL-362 / N / 65,N,56,108,BLACK,-,19707,460,130.68,784,11,REGULAR,TAKA FORM,"FINIDH QULITY 6.5 , NOTE :- FINISH AS PER SAMPLE",UDN-34,,
GINZA UDHNA,RAMA HANDICRAFT,ARIK,,,RS-9364 / P / 43,P,56,175,COBALT,D-15418,19714,467,131.38,631,9,REGULAR,TAKA FORM,FINISH QULITY 4,UDN-35,,
GINZA UDHNA,PAGE,SUNIL,,,"A-2103/N/65""",NYLON,"59""",-,V FRAGRANT LILAC,-,19176,GRP/0323/02/26,35,561,2,REGULAR,-,,UDN-36,,
GINZA UDHNA,PAGE,SUNIL,,,"A-2103/N/65""",NYLON,"59""",-,V IC BLACK,-,19177,GRP/0324/02/26,35,561,2,REGULAR,-,,UDN-37,,
GINZA UDHNA,PAGE,SUNIL,,,"A-2103/N/65""",NYLON,"59""",-,V J COFFEE,-,19271,GRP/0341/02/26,35.2,563,2,REGULAR,-,,UDN-38,,
GINZA UDHNA,PAGE,SUNIL,,,"A-2103/N/65""",NYLON,"59""",-,V FOLKSTONE GREY,-,19272,GRP/0342/02/26,35.2,563,2,REGULAR,-,OLD LOT NO. REF NO. 9089,UDN-39,,
GINZA UDHNA,MAXWELL,SUNIL,,,"A-1448B ORANGE/P/65""",POLY,"63""",135,HEAT SET,-,19705,GRP/0458/02/26,160.8,803,8,HARD FINISH,ROLL PACKING,DYED YARN ONLY FINISH,UDN-40,,
GINZA UDHNA,NETFLEX,VIRENDRA,,,TR-534 RFD / PS /58'',PS,58'',95,TEAL,D-15450,19257,327,316,2119,12,soft,kanti,,UDN-41,,
GINZA UDHNA,GINZA,KULDEEP,,,S-536 /NS/ 66,NS,56'',-,B+HEAT SET,REGULAR,19708,-,42.6,213,3,SOFT,KATI,FINISH QLTY-6.20,UDN-42,,
GINZA UDHNA,GINZA,KULDEEP,,,JL-179 /N / 64,N,54'',-,B+HEAT SET,REGULAR,19709,-,38.44,372.5,3,SOFT,KATI,FINISH QLTY-11,UDN-43,,
GINZA UDHNA,GINZA,KULDEEP,,,JL-179 /N / 64,N,54'',-,B+HEAT SET,REGULAR,19709,-,38.44,372.5,3,SOFT,KATI,FINISH QLTY-11,UDN-44,,
GINZA UDHNA,INTIMATE,SUNIL,,,"A-1519B/P/65""",POLY,"58""",160,V ALMONDINE,-,19748,GRP/0470/02/26,179,680.5,5,REGULAR,ROLL PACKING,,UDN-45,,
GINZA UDHNA,RAGHUNATH,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,HEAT SET,-,19752,GRP/0474/02/26,105.2,2944,7,-,-,,UDN-46,,
GINZA UDHNA,RAGHUNATH,SUNIL,,,"A-2069/N/65""",NYLON,"56""",-,HEAT SET,-,19753,GRP/0475/02/26,110,3078,7,-,-,,UDN-47,,
GINZA UDHNA,MAXWELL,SUNIL,,,"A-1448A/P/65""",POLY,"63""",135,FLOROCENT GREEN,-,19706,GRP/0459/02/26,158.6,729.5,8,HARD FINISH,ROLL PACKING,,UDN-48,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19710,GRP/0453/02/26,207.84,1413.5,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-49,,
GINZA UDHNA,GINZA,KULDEEP,,,A-722E /NCT / 124,NCT,56'',-,B+HEAT SET,REGULAR,19751,-,40.16,96.5,2,SOFT,KATI,FINISH QLTY-5.20,UDN-50,,
GINZA UDHNA,GINZA,KULDEEP,,,214 /N/ 39 PATTI,N,39 PATTI,-,WHITE,REGULAR,19755,-,10.5,94.5,1,HARD,KATI,FINISH QLTY-8.40,UDN-51,,
GINZA UDHNA,GINZA,KULDEEP,,,214 /N/ 39 PATTI,N,39 PATTI,-,WHITE,REGULAR,19756,-,55.34,455,5,HARD,KATI,FINISH QLTY-8.40,UDN-52,,
GINZA UDHNA,MITTAL HOSIERY,KULDEEP,,,A-17A /N/ 62,N,56'',-,BEIGE,N-23244,19757,-,214.62,1310,13,SOFT,KATI,FINISH QLTY-6.75 / OLD LOT 5941+6193,UDN-53,,
GINZA UDHNA,shastri garments,VIRENDRA,,,L-4008A / ns / 130'',NS,60'',190,Bright rose gold,N-47535,19415,396,197,593,5,super soft,Roll,,UDN-54,,
GINZA UDHNA,GINZA,KULDEEP,,,A-589 /N/ 124,N,54'',-,B+HEAT SET,REGULAR,19750,-,196.96,715,10,SOFT,KATI,FINISH QLTY-8,UDN-56,,
GINZA UDHNA,TAPIO CREATION,KULDEEP,,,FS-237 /PS/ 64,PS,44'',-,BROWN,D-15382,19394,-,191.1,1241.5,11,SOFT,KATI,FINISH QLTY-6.60,UDN-57,,
GINZA UDHNA,RAMA HANDICRAFT,ARIK,,,RS-9364 / P / 43,P,56,175,BLACK,D-15395,19758,480,140.66,675,9,REGULAR,TAKA FORM,FINISH QULITY 4,UDN-58,,
GINZA UDHNA,vijaibhai,ARIK,,,RS-9376 / P / 65,P,65,-,BOIL HEAT SET,"NOTE :- WIDTH 65"" ,LENGTH 65""",19749,471,89.54,447.5,6,REGULAR,TAKA FORM,"FINISH QULITY 5.5 , NOTE :- CURTAIN WIDTH 65"",
CURTAIN LENGTH 65""",UDN-59,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-515 /PS /85'',PS,58'',95,BOIL + HEAT SET,P H MAINTAIN,19754,476,158,1111,8,soft,kanti,,UDN-60,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19652,GRP/0451/02/26,199.94,1359,14,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-61,,
GINZA UDHNA,MODERN,SUNIL,,,"A-1448/P/65""",POLY,"63""",120,FLOROCENT ORANGE,-,19654,GRP/0453/02/26,260.22,1561,15,HARD FINISH,ROLL PACKING,,UDN-62,,
GINZA UDHNA,MITTAL HOSIERY,ARIK,,,SP-075 / NS / 65,NS,56,140,BLUE,N-47404,18741,165,401.5,1808,27,REGULAR,TAKA FORM,FINISH QULITY 5,UDN-55,,
CKU,Flexfit Active Wear Pvt Ltd (Bangalore),PIYUSH(CKU),,,NEW SAMPLE-1458 (95%POLYESTER 05%SPANDEX),PS,60,270,STEEL GREY,HF-4165,19206,KCITGOT2526-02921,369.1,,13,SOFT WICKING(EXHAUST METHOD),Rolling,,CKU-1909,,
CKU,Spirit Animal (New Delhi),PIYUSH(CKU),,,SAMPLE1179,NS,70,230,BLUSH,N-47142,14327B,-,195.2,,7,SOFT FINISH,Rolling,,CKU-1910,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,RFD,RFD,19436,KDC-2967,401,,15,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1912,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199(74%POLYFILA 26%SPANDEX),PS,60,270,PINK,CKU-23190,19122,KDC-2909,394.1,,15,SOFT WICKING PH MAINTAIN,Rolling,,CKU-1913,,
CKU,Shree Balaji Industries (Tirupur),PIYUSH(CKU),,,NEW DEVELOPMENT-199	,PS,60,270,BLUE,HF-4276,19501,KDC-2976,214.5,,8,APC-130205,Rolling,,CKU-1914,,
GINZA UDHNA,INTIMATE,SUNIL,,,"A-2103/N/65""",NYLON,"56""",-,BEIGE (ROEBUCK),N-36818,19256,GRP/0326/02/26,33.7,540,3,-,-,,UDN-63,,
GINZA UDHNA,TRYLO,SUNIL,,,"A-2057/N/65""",NYLON,"48""",-,HEAT SET,-,19846,GRP/0483/02/26,103.3,2167,9,-,ROLL PACKING,,UDN-64,,
GINZA UDHNA,MODERN,SUNIL,,,"A-1448/P/65""",POLY,"63""",120,FLOROCENT GREEN,-,19844,GRP/0481/02/26,155.72,935,9,HARD FINISH,ROLL PACKING,,UDN-65,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19852,GRP/0489/02/26,211.9,1440,15,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-66,,
GINZA UDHNA,ABSJ ,VIRENDRA,,,TR-1/ NS/ 58'',NS,58'',130,BEAUTY BERRY,LAB NO. 8862,19784 RF,127 JOB,48,233,2,soft,kanti,"FOR REDYEING, RE-LAB OK ",UDN-67,,
GINZA UDHNA,Tapio,VIRENDRA,,,TR-508 / PS / 85'',PS,58'',110,BROWN,D-15530,19419,400,233,1400,11,soft,kanti,,UDN-68,,
GINZA UDHNA,ginza udhna,VIRENDRA,,,TR-508 / PS / 85'',PS,58'',110,BOIL + HEAT SET,P H MAINTAIN,19419,400,40,240,2,soft,kanti,,UDN-69,,
GINZA UDHNA,GINZA,KULDEEP,,,JL-96 /N/ 132,N,56'',-,B+HEAT SET,REGULAR,19845,-,48,201.5,2,SOFT,KATI,FINISH QLTY-8.80,UDN-70,,
GINZA UDHNA,Lemonlords,VIRENDRA,,,L-3009 / ps / 130'',PS,58'',220,PINK,D-14501,19907,491,80,160,2,soft,kanti,URGENT,UDN-71,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,GREEN,N-47561,19711,464,122.26,611.5,8,REGULAR,TAKA FORM,FINISH QULITY 4.6,UDN-72,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,MAROON,N-47550,19712,465,116.22,581.5,8,REGULAR,TAKA FORM,FINISH QULITY 4.6,UDN-73,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,PINK,N-47674,19713,466,104.82,524,7,REGULAR,TAKA FORM,FINISH QULITY 4.6,UDN-74,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,PINK,N-47674,19847,484,12.3,61.5,1,REGULAR,TAKA FORM,FINISH QULITY 4.6,UDN-75,,
GINZA UDHNA,B.K. ENTERPRISES,ARIK,,,SP-081 / NS / 65,NS,56,152,PURPLE,N-47567,19848,485,114.48,573,8,REGULAR,TAKA FORM,FINISH QULITY 4.6,UDN-76,,
GINZA UDHNA,JAKMAN,SUNIL,,,"A-1187/P/65""",POLY,"56""",-,WHITE (HEAT SET),-,19851,GRP/0488/02/26,104.62,711,7,AS PER LAST,ROLL PACKING,COLOR CUTTING ALREADY SEND TO URVISH BHAI,UDN-77,,
GINZA UDHNA,RAM,SUNIL,,,"A-2004D/N/52""",NYLON,"48""",-,BOIL HEAT SET,-,19853,GRP/0490/02/26,135.3,2899,16,-,-,23-24 MTR QUALITY,UDN-78,,
